160281,6,0.2413793,24.68400063,1.226977757
160517,2,0.03030303,21.71877333,0.536177709
160517,10,0.2580645,21.87889214,2.572980629
160517,15,0.3333333,22.25394479,0.138220988
180576,3,0.1333333,23.44525333,0.39852526
180576,12,0.2352941,22.66072375,1.12400236
180576,14,0.02702703,22.75972172,0.86782677
180576,15,0.09090909,23.23766394,1.956049466
180685,3,0.1481481,21.2533985,0.417631266
180685,4,0.1153846,21.3016834,0.531964751
180685,9,0.2692308,21.47088563,-0.034290922
180685,11,0.3461538,20.9394825,0.293320776
160281,13,0.5333333,23.56907717,-0.267071687
160517,12,0.4666667,22.46660333,0.763689929
160517,14,0.5483871,21.35895461,-0.1882322
180576,4,0.4666667,22.82260945,0.457246472
180576,5,0.5,22.99609067,0.8725898
180576,11,0.4848485,23.0179228,0.460590266
180685,1,0.4347826,21.14540699,0.47353784
180685,10,0.6,20.22726571,-0.028115683
160281,10,0.7407407,24.865099,0.196656433
160281,11,0.8518519,25.67909,-0.054215121
160281,12,0.8148148,25.28345375,0.220316753
180685,13,0.9285714,20.80671838,0.038227049
180685,14,0.72,21.16952232,0.33343633
