151055,1,0.02702703,19.9416975,1.106621595
151055,7,0.2258065,19.72737444,0.160213831
151055,8,0.3666667,19.67888683,0.178279953
160782,14,0.34375,15.0954675,0.176
161152,2,0.2580645,14.9328525,-0.224375917
161152,15,0.3666667,14.57521117,0.692767769
170654,5,0.08333333,10.25586331,0.061505264
170654,6,0.1142857,10.35530218,-0.497549644
170711,4,0.3611111,19.831645,0.356004725
170711,9,0.05555556,19.91363529,-0.270303543
170711,12,0.3783784,18.106588,-0.301497282
170711,14,0.08108108,18.4539465,0.245692971
190230,6,0.2058824,18.228565,0.2
190230,7,0.1666667,19.11403063,0.255718725
190230,10,0.3793103,18.60233778,0.212138461
190268,4,0.1538462,18.1073235,1.048011605
190268,6,0.2142857,18.14280038,0.107904108
190268,12,0.2666667,18.18554667,0.245148853
190268,13,0.3928571,18.09257583,0.155171597
151055,11,0.5862069,19.57278028,0.230216136
151055,12,0.6,19.9366435,-0.078749217
160782,12,0.483871,14.778391,0.641016723
161152,6,0.6296296,14.65565611,0.566876168
161152,11,0.6129032,14.92297583,0.74985186
161152,13,0.5333333,14.56186167,0.179119144
161152,14,0.5,14.67557,0.486677524
170654,15,0.5428571,10.34043437,-0.713815212
170711,7,0.5588235,19.42250775,-0.020370086
190230,2,0.5142857,18.901356,0.760148603
190230,3,0.5,18.55549267,0.217170499
190230,11,0.6206897,18.99349,0.129860692
190268,7,0.5,18.51228,-0.346938776
161152,9,0.8214286,14.7229325,0.052054795
170654,9,0.8928571,10.41294392,0.207371647
170654,11,0.8,10.350183,0.317647059
170654,13,0.969697,10.35905813,0.673247686
170654,14,0.7142857,9.8754665,-0.110139426
170711,10,0.7272727,17.3311825,-0.398067522
190230,12,0.9259259,18.228565,-0.265822785
190230,14,0.8965517,18.99349,0.051283037
