151055,1,0.027027027,19.73234742,1.514271136
151055,7,0.225806452,19.83075608,0.610995009
151055,8,0.366666667,19.23145457,0.295969598
151055,10,0.709677419,18.63541443,0.482399295
151055,11,0.586206897,19.62233483,0.451496157
151055,12,0.6,19.59333294,0.166637666
161152,1,0.344827586,18.06549802,0.615696297
161152,2,0.258064516,18.29966085,0.370275994
161152,4,0.068965517,17.57261936,0.558104651
161152,6,0.62962963,17.8490681,0.272171055
161152,14,0.5,17.94358152,0.1529
161152,15,0.366666667,17.97134236,0.169797099
170654,4,0.264705882,10.70529397,0.6
170654,5,0.083333333,11.02863541,1.142143456
170654,9,0.892857143,11.12083497,0.62570068
170654,11,0.8,11.17168032,0.577815479
170654,14,0.714285714,11.15937062,0.072314768
170654,15,0.542857143,10.99726498,0.059299671
170711,7,0.558823529,20.98277544,-0.04
170711,10,0.727272727,20.20640569,0.452882368
170711,12,0.378378378,20.03456131,0.344109157
170711,14,0.081081081,20.98277544,-1.058823529
190230,2,0.514285714,14.65523532,0.1111
190230,3,0.5,15.1055062,0.306443868
190230,6,0.205882353,15.96961123,0.668588528
190230,7,0.166666667,15.88699843,0.147756434
190230,9,0.533333333,15.05338841,0.750410901
190230,11,0.620689655,15.19468015,1.030275931
190230,14,0.896551724,15.97545851,0.88356983
190268,4,0.153846154,16.35698117,0.6769576
190268,6,0.214285714,16.28058852,-0.027583126
190268,7,0.5,16.39273516,0.681641161
190268,12,0.266666667,16.48766905,-1.062009127
190268,13,0.392857143,16.3608422,1.0485732
