151170,12,0.034482759,11.40679904,-42.58279117
151170,13,0.266666667,11.34670227,-68.17199091
161201,7,0.387096774,18.12502754,26
161201,8,0.612903226,18.11071559,25
161201,12,0.088235294,18.11071559,-55
170869,13,0.612903226,11.80346238,28.06635429
180730,2,0.322580645,12.61823225,-8
180730,4,0.3,12.61823225,-2
180730,6,0.275862069,13.27314691,10
190127,1,0.580645161,11.68348758,-58.55195855
190127,2,0.571428571,11.72702973,-91.64652156
190127,3,0.535714286,11.71432994,-74.14693615
190127,4,0.387096774,11.43674872,54.91130766
190127,5,0.357142857,11.57775645,111.8632885
190127,6,0.62962963,11.7451723,155.2632051
190196,1,0.588235294,17.02102166,15.01230646
190196,2,0.5,17.02102166,68.52509695
190196,3,0.5625,17.37851472,-5
190196,6,0.571428571,17.91475431,-76.74295501
190196,13,0.676470588,17.91475431,316.9804931
190196,15,0.806451613,15.85370395,154.3940147
