151170,10,0.3793103,12.81037929,0.143348221
151170,12,0.03448276,12.61333625,-0.111597363
161201,7,0.3870968,12.459645,0.181743094
180730,2,0.3225806,14.45043825,-0.290792245
180730,3,0.1612903,14.81092333,-0.523824849
180730,4,0.3,15.13451188,0.35140934
190127,4,0.3870968,9.609392372,0.310641698
190127,5,0.3571429,9.548875503,1.138140835
161201,6,0.483871,12.538521,0.376865809
161201,9,0.6774194,12.61533167,0.5602997
170869,13,0.6129032,10.00535675,0.011581743
180730,7,0.5,15.31783792,-0.111705849
180730,9,0.5714286,15.16561125,0.131891273
190127,1,0.5806452,9.983508308,0.217311344
190127,2,0.5714286,9.566695975,0.266180467
190127,3,0.5357143,9.590522194,0.185530444
190127,6,0.6296296,9.330166411,-1.000967919
190196,1,0.5882353,17.24603418,0.046562601
190196,2,0.5,16.21696556,0.313080118
190196,3,0.5625,16.75737458,-0.169400239
190196,6,0.5714286,17.36804625,0.37865351
190196,13,0.6764706,16.52606071,0.248301406
170869,11,0.96875,10.1047184,0.1271
170869,12,0.8387097,9.753954,0.906181281
180821,1,0.7741935,11.92183133,0.152561372
180821,10,0.7619048,11.52661846,0.241600622
190127,7,0.75,8.4953265,-0.671232877
190196,4,0.8571429,17.356491,1.12458405
190196,15,0.8064516,16.41602763,0.134906376
