160517,2,0.03030303,18.74271297,57.9289226
160517,10,0.258064516,19.29145657,-40.12661023
160517,14,0.548387097,19.45005556,-21.99930301
180576,3,0.133333333,18.67232066,-32.53320818
180576,4,0.466666667,19.5377647,-168.1910655
180576,5,0.5,19.05095243,-112.317848
180576,11,0.484848485,18.94768922,105.3918241
180576,12,0.235294118,19.42958419,-68.89803834
180576,14,0.027027027,18.67232066,-44.97124685
180685,1,0.434782609,14.72496482,-127.0782625
180685,2,0.178571429,14.59779216,-35.20312631
180685,3,0.148148148,14.63912327,-79.51137697
180685,4,0.115384615,14.69226327,4.8735687
180685,9,0.269230769,14.82511329,-144.4841293
180685,11,0.346153846,14.86231129,-57.80585039
180685,13,0.928571429,14.63912327,-10.73275755
180685,14,0.72,14.73211828,70.97253357
